image_name,angles,polygon_angles
stars_27.5_-52.5001.png,"[9.01960122174096, 21.036941138258275, 38.97614865366472, 124.30612743437902, 33.17638233802042, 150.35749342349766]","[58.497363208062, 94.3156236789205, 73.06457072757905, 134.12244238543846, 72.60508492498285, 57.69815434758351, 150.46159197072814, 79.23516875670552]"
stars_127.5_77.5001.png,"[58.42476034072435, 26.072446884540327, 7.903169917801693, 85.41438393401303, 138.02974209122834, 63.22945223017712]","[91.68865611663279, 91.23192967419779, 122.03758572161469, 55.04182848755474, 78.77931321628476, 66.29546281833969, 163.20450580184536, 51.720718163530215]"
stars_202.5_-2.5001.png,"[60.591553276663, 44.4481752002168, 43.38563718258844, 0.8586647640546665, 136.32509142327925]","[60.591553276663, 92.65511265427506, 75.86227229363172, 130.89106177543022, 48.79002472572191, 25.95964919182921, 105.2503260824489, 0]"
stars_272.5_52.5001.png,"[44.46307752604642, 120.14860933676164, 98.9549049403172, 70.85620686446453]","[94.48254273522099, 90.5284521966517, 82.43349387191144, 92.55551119621589, 0.0, 0.0, 0, 0]"
stars_17.5_7.5001.png,"[101.96697543203601, 54.89709287200706, 0.44095545809319886, 126.85328357236824, 74.55115058213293, 21.74615336977906]","[31.742034043658705, 140.58628734887373, 153.70070498990322, 33.970973617564354, 28.86858588784046, 96.23432124015247, 54.89709287200706, 0]"
stars_57.5_-62.5001.png,"[19.562716701644938, 54.42064451584064, 59.147096752201975, 62.0528383912161, 51.69874886062734, 125.57721938646492]","[111.62320150044631, 95.04677093412126, 95.01375175477797, 58.316275810654474, 97.2377700965869, 73.90068373146836, 132.31437078819005, 56.54717538375469]"
stars_117.5_37.5001.png,[],"[0.0, 0.0, 0, 0, 0, 0, 0, 0]"
stars_202.5_57.5001.png,[],"[0, 0, 0, 0, 0, 0, 0, 0]"
stars_352.5_47.5001.png,"[161.1244473131533, 26.385017898373537, 0.07625029924598191, 148.3738587675876, 119.02952204339945, 112.51425271403822]","[30.162857770659677, 70.11054212189865, 112.51425271403822, 147.21234739340343, 178.2101558083984, 2.124019369023299, 170.88919314611186, 8.776631676466472]"
stars_177.5_37.5001.png,"[76.31941818263257, 100.84236357396121, 66.00823876724918, 96.27744176057973, 6.130869782922105, 41.73870630760745]","[40.294468872858964, 80.66939897518971, 170.05173977896476, 68.98439237298658, 102.2008561413341, 71.35006514205435, 107.98019023424607, 78.4688884823655]"
stars_227.5_82.5001.png,"[78.40650874607155, 7.408523473598756, 42.93815249701143, 62.660878268575345, 28.902207425620436, 3.6256764556651118]","[35.06615952123411, 69.92847413546129, 176.2686030008397, 78.73676334246508, 30.58283483643425, 132.98833641135218, 120.31841326398614, 76.11041548822742]"
stars_332.5_-27.5001.png,"[50.434441241810084, 38.48624493408419, 24.50266847870486, 2.1700882390766894, 5.720477936809327, 3.245561742538818]","[45.829171172706886, 154.95035672294415, 133.7235443826284, 25.496927721720592, 151.63857790412845, 3.4806753659338403, 178.21810895633365, 26.66263777360429]"
stars_82.5_87.5001.png,[],"[8.537736462515939e-07, 8.537736462515939e-07, 0, 0, 0, 0, 0, 0]"
stars_117.5_62.5001.png,"[124.27878545357977, 1.8314712622295046, 39.981678080087924, 50.264234852630075, 39.582693753509666, 31.730917580468994]","[97.13358925545603, 82.7048292264121, 109.32782268935564, 70.83375882877624, 25.53280648551223, 168.3752587185907, 16.330248413654758, 149.76168638224232]"
stars_62.5_42.5001.png,"[23.511686830183663, 116.53935800413066, 39.393983844162385, 30.163442871856095, 73.21995343086462, 86.45389279045037]","[47.65483569025385, 103.48285729076112, 178.69886414712937, 30.163442871856095, 109.93251934338055, 30.68399249569457, 147.81667798776132, 71.56681017316355]"
stars_42.5_57.5001.png,"[53.251653683398445, 21.590456934898405, 12.016162092683246, 14.80014192885646, 22.256386260553104]","[75.87985908963067, 83.12755928472251, 69.93776785468441, 131.05481377096245, 21.590456934898405, 42.11471654887191, 116.29482651622972, 0]"
stars_102.5_22.5001.png,"[20.18983277323218, 160.6844505652975, 46.08046185236343]","[30.73483522580325, 104.058986260363, 109.23259323724598, 115.9735852765878, 0, 0, 0, 0]"
stars_332.5_-52.5001.png,"[53.12496340015626, 50.598053182588465, 2.2055059788058275, 51.92302764213078, 29.446077981525985]","[72.39243467869055, 79.59758376390333, 82.83793650335653, 125.1720450540496, 124.80240544694199, 13.13394511048996, 42.06364944256804, 0]"
stars_327.5_-52.5001.png,"[40.23915910017509, 70.54168706328402, 93.1469282802706, 49.20743799505073, 160.54034171242694, 22.126509532290036]","[116.71063801843424, 53.802661213247575, 127.62808615092665, 61.85861461739155, 123.084852928735, 25.047045974797072, 68.07899653015792, 143.78910456631004]"
stars_27.5_77.5001.png,"[51.974980367491796, 28.156149695473555, 18.12608754683015, 20.29859950977751, 37.67258809780883, 53.82726082579954]","[32.226334253198104, 124.5312092585713, 127.01207980221228, 76.23037668601833, 12.677838275913235, 31.328692867804165, 153.434948822922, 162.55852003336057]"
stars_157.5_-22.5001.png,"[105.47196324346437, 49.30621395278663, 3.2466252486916405, 0.9792636489090215, 21.784401103548973, 89.69089403450494]","[89.69089403450494, 85.39695812753246, 145.87034916310984, 39.0417986748528, 18.423712704124437, 16.408511808464198, 145.16777548741138, 0]"
stars_202.5_12.5001.png,"[95.99300729595367, 26.435527594521837, 43.898808101647084, 12.310086869654892, 102.27361081773779, 9.839188009648572]","[107.28324916342254, 49.945664223113674, 135.04025075794408, 67.7308358555197, 110.1305320905657, 58.99867967971368, 109.4945710571976, 81.37621717252304]"
stars_17.5_-87.5001.png,"[80.03673518221336, 10.242169075782918, 106.79618247532494, 143.2931828801182, 11.252232816271688, 31.290635231745238]","[88.08143642705045, 93.70787332567888, 120.97083995438234, 57.239850292888335, 159.86132210927855, 93.84711137949773, 58.30405934345759, 47.987507167766104]"
stars_52.5_62.5001.png,"[16.183501414569612, 32.02722524473806, 22.629024035822052, 72.92747050827028]","[29.36461429285727, 128.00636167132072, 22.629024035822052, 0, 8.537736462515939e-07, 8.537736462515939e-07, 0, 0]"
stars_172.5_-2.5001.png,"[35.24840694675702, 27.955255080939907, 36.59176684594504, 59.200490464935896, 109.33266320368341, 169.23185543889218]","[45.96572117582998, 137.6321842589315, 133.78430589445657, 42.61778867078196, 36.677307515671004, 154.02531760889326, 38.150104302959555, 131.14727057247617]"
stars_72.5_-42.5001.png,"[84.77054922650883, 21.87347961125119, 79.52396066721784, 132.12356288831015, 44.86627458154437, 30.7108440525523]","[88.72838590552156, 64.53314677808093, 167.27717830452187, 39.46128901187565, 145.11785172161592, 51.509039330344294, 46.13136743068246, 117.24174151735731]"
stars_102.5_-77.5001.png,"[34.2220464773913, 103.9342937899109, 22.890314889980235, 44.4673981237952, 36.7279371036979, 62.03139698034457]","[62.03139698034457, 73.98269845001496, 177.26151624385702, 46.72438832578336, 47.454314083905494, 41.710142135279725, 90.83554378081479, 0]"
stars_32.5_2.5001.png,"[25.712737094831176, 24.17460657837547, 39.685564739435314, 67.00393142076754, 69.48537661941215, 50.546065220091755]","[95.75496736192106, 87.46934357281783, 111.46996782650257, 65.30572123875855, 42.24608988097085, 37.069345730559704, 144.46878478589596, 136.21577960257352]"
stars_282.5_-57.5001.png,"[16.641036553869963, 30.58292468651551, 78.85647179836143, 120.86400106194495]","[25.236947990790927, 33.76275480637973, 168.69006752597977, 132.31022967684956, 0.0, 0.0, 0, 0]"
stars_292.5_-22.5001.png,[21.81329129499771],"[27.31789167489776, 21.81329129499771, 130.8688170301045, 0, 0, 0, 0, 0]"
stars_237.5_-47.5001.png,"[90.72066362251766, 26.613740038262836, 123.51162290331412, 24.575940296150915, 90.80660044517357, 12.976421880012053]","[33.31412885275262, 117.5493224286428, 153.6898540030773, 55.44669471552732, 166.86233338757165, 6.826862338473643, 179.17727759767158, 7.133526676282633]"
stars_82.5_27.5001.png,"[31.05092674444943, 122.76262304058689, 7.6173274658945385, 165.8895392426077, 106.0348575809154, 57.81202859008204]","[37.701041163320745, 117.40294072083307, 99.0233026721732, 105.872715443673, 74.64278527757097, 39.787078186453435, 65.57013653597559, 0]"
stars_122.5_-72.5001.png,"[164.60294324003235, 86.55926793101773, 64.54486232662877, 121.60287406075336, 127.66272381403391, 100.16734265156487]","[29.044634414209398, 116.322557818321, 82.42736948023766, 132.20543828723194, 57.46758494866495, 97.55974367886897, 68.54709798896394, 136.42557338350213]"
stars_197.5_-52.5001.png,"[45.31698857605114, 53.28147607101176, 49.79837362733144, 152.79690112701016, 53.25014721189985]","[61.03784023832162, 81.09330356902247, 133.97396300979094, 83.89489318286499, 17.37633500318148, 23.70875443540926, 138.91491056140927, 0]"
stars_197.5_87.5001.png,[],"[0, 0, 0, 0, 0, 0, 0, 0]"
stars_302.5_-22.5001.png,"[47.338010217281, 21.26184296372422, 5.995670951033726, 3.7146909946260815, 7.835996846490739, 132.27627753080554]","[23.183196807265077, 78.29553511169364, 151.65820468545155, 106.8630633955897, 20.134392486064478, 153.63528289992985, 8.651223897610894, 177.57910071639492]"
stars_127.5_-87.5001.png,"[86.08946866890051, 95.20623258635621, 79.05302645562423, 44.409458190635, 31.73944007253339, 4.72194062906699]","[98.66491219178751, 66.9614283872521, 112.69461384785313, 81.67904557310726, 47.619436808574434, 64.6858507621035, 143.23681849148738, 104.45789393783473]"
stars_22.5_-82.5001.png,"[28.227998932077018, 72.71414921572288, 144.84372339069435, 16.860338705325063, 123.6624406806038, 146.6061984776009]","[41.43717285253799, 81.71158457731156, 121.46855958779074, 115.38268298235975, 132.8764090117556, 27.369115686317205, 155.54569567317446, 44.20877962875272]"
